,Unnamed: 0.1,Unnamed: 0,Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL
3551,3551,3551,BUENOS AIRES,Lincoln,Bayauca,NO,NO,NO,NO,SI,NO,SI,SI,NO
3552,3552,3552,BUENOS AIRES,Lincoln,Bermúdez,NO,NO,NO,NO,NO,NO,NO,NO,NO
3553,3553,3553,BUENOS AIRES,Lincoln,Carlos Salas,NO,NO,NO,NO,NO,NO,NO,SI,NO
3554,3554,3554,BUENOS AIRES,Lincoln,Coronel Martínez de Hoz (Ap. Kilómetro 322),SI,NO,NO,NO,SI,SI,SI,NO,NO
3555,3555,3555,BUENOS AIRES,Lincoln,El Triunfo,NO,NO,SI,SI,SI,SI,SI,NO,NO
3556,3556,3556,BUENOS AIRES,Lincoln,Las Toscas,SI,NO,NO,NO,NO,NO,SI,NO,NO
3557,3557,3557,BUENOS AIRES,Lincoln,Lincoln,SI,SI,SI,SI,SI,SI,SI,NO,NO
3558,3558,3558,BUENOS AIRES,Lincoln,Pasteur,NO,NO,NO,NO,SI,SI,SI,SI,SI
3559,3559,3559,BUENOS AIRES,Lincoln,Roberts,NO,NO,SI,SI,SI,SI,SI,NO,NO
3560,3560,3560,BUENOS AIRES,Lincoln,Triunvirato,NO,NO,NO,NO,NO,NO,NO,NO,NO
3561,3561,3561,BUENOS AIRES,Lobería,Arenas Verdes,NO,NO,NO,NO,SI,SI,NO,SI,NO
3562,3562,3562,BUENOS AIRES,Lobería,Licenciado Matienzo,NO,NO,NO,NO,NO,NO,NO,SI,NO
3563,3563,3563,BUENOS AIRES,Lobería,Lobería,SI,NO,SI,SI,SI,SI,SI,SI,NO
3564,3564,3564,BUENOS AIRES,Lobería,Pieres,NO,NO,NO,NO,SI,NO,SI,SI,NO
3565,3565,3565,BUENOS AIRES,Roque Pérez,Roque Pérez,SI,SI,SI,SI,SI,SI,SI,SI,NO
3566,3566,3566,BUENOS AIRES,Saavedra,Arroyo Corto,NO,NO,NO,SI,NO,NO,SI,NO,NO
3567,3567,3567,BUENOS AIRES,Saavedra,Colonia San Martín,NO,NO,NO,NO,NO,NO,NO,NO,NO
3568,3568,3568,BUENOS AIRES,Saavedra,Dufaur,NO,NO,NO,NO,NO,NO,SI,NO,NO
3569,3569,3569,BUENOS AIRES,Saavedra,Espartillar,NO,NO,NO,SI,SI,NO,SI,SI,NO
3570,3570,3570,BUENOS AIRES,Saavedra,Goyena,NO,NO,NO,SI,NO,NO,NO,NO,NO
3571,3571,3571,BUENOS AIRES,Saavedra,Las Encadenadas,NO,NO,NO,NO,NO,NO,NO,NO,NO
3572,3572,3572,BUENOS AIRES,Saavedra,Pigüé,NO,NO,NO,SI,SI,SI,SI,NO,NO
3573,3573,3573,BUENOS AIRES,Saavedra,Saavedra,NO,NO,NO,SI,SI,SI,SI,SI,NO
3574,3574,3574,BUENOS AIRES,Saladillo,Alvarez de Toledo,NO,NO,NO,SI,NO,SI,SI,NO,SI
3575,3575,3575,BUENOS AIRES,Saladillo,Blaquier,NO,NO,NO,NO,NO,NO,NO,NO,NO
3576,3576,3576,BUENOS AIRES,Saladillo,Cazón,NO,NO,NO,SI,NO,NO,SI,NO,NO
3577,3577,3577,BUENOS AIRES,Saladillo,Del Carril,NO,NO,NO,NO,SI,NO,SI,SI,NO
3578,3578,3578,BUENOS AIRES,Saladillo,Polvaredas,NO,NO,NO,NO,NO,NO,NO,NO,NO
3579,3579,3579,MISIONES,Eldorado,Puerto Mado,NO,NO,NO,NO,NO,NO,NO,NO,NO
3580,3580,3580,MISIONES,Eldorado,Puerto Pinares,NO,NO,NO,NO,SI,NO,NO,NO,NO
3581,3581,3581,CABA,COMUNA 03,SAN CRISTOBAL,SI,SI,SI,SI,SI,SI,SI,SI,SI
3582,3582,3582,CATAMARCA,Tinogasta,Fiambalá,NO,NO,NO,SI,SI,SI,SI,SI,SI
3583,3583,3583,CATAMARCA,Tinogasta,La Puntilla,NO,NO,NO,NO,NO,NO,NO,NO,NO
3584,3584,3584,CATAMARCA,Tinogasta,La Ramadita,NO,NO,NO,NO,NO,NO,NO,NO,NO
3585,3585,3585,CATAMARCA,Tinogasta,Los Balverdis,NO,NO,NO,NO,NO,NO,NO,NO,NO
3586,3586,3586,CATAMARCA,Tinogasta,Medanitos,NO,NO,NO,NO,SI,NO,NO,NO,NO
3587,3587,3587,CATAMARCA,Tinogasta,Palo Blanco,NO,NO,NO,NO,NO,NO,NO,NO,NO
3588,3588,3588,CATAMARCA,Tinogasta,Pampa Blanca,NO,NO,NO,NO,NO,NO,NO,NO,NO
3589,3589,3589,CATAMARCA,Tinogasta,Punta del Agua,NO,NO,NO,NO,NO,NO,NO,NO,NO
3590,3590,3590,CATAMARCA,Tinogasta,Saujil,NO,NO,NO,NO,NO,NO,NO,NO,NO
3591,3591,3591,CATAMARCA,Tinogasta,Tatón,NO,NO,NO,NO,SI,NO,NO,NO,NO
3592,3592,3592,CABA,COMUNA 09,LINIERS,SI,SI,SI,SI,SI,SI,SI,SI,SI
3593,3593,3593,CORDOBA,Punilla,Capilla del Monte,SI,SI,NO,NO,SI,SI,SI,SI,NO
3594,3594,3594,CORDOBA,Punilla,Casa Grande,NO,NO,NO,NO,NO,NO,NO,SI,NO
3595,3595,3595,CORDOBA,Punilla,Charbonier,NO,NO,NO,NO,NO,NO,NO,SI,NO
3596,3596,3596,CORDOBA,Punilla,Cosquín,SI,SI,NO,NO,SI,SI,SI,SI,NO
3597,3597,3597,CORDOBA,Punilla,Cuesta Blanca,NO,NO,NO,NO,NO,NO,NO,SI,NO
3598,3598,3598,CORDOBA,Punilla,Estancia Vieja,NO,NO,NO,NO,SI,NO,NO,SI,NO
3599,3599,3599,CORDOBA,Punilla,Huerta Grande,NO,SI,NO,SI,SI,SI,SI,SI,NO
3600,3600,3600,CABA,COMUNA 12,COGHLAN,SI,SI,SI,SI,SI,SI,SI,SI,SI
3601,3601,3601,CORDOBA,Santa María,Despeñaderos,SI,NO,NO,SI,SI,SI,SI,SI,NO
3602,3602,3602,CORDOBA,Santa María,Dique Chico,NO,NO,NO,NO,NO,NO,NO,NO,NO
3603,3603,3603,CORDOBA,Santa María,El Potrerillo,NO,NO,NO,NO,SI,SI,NO,NO,NO
3604,3604,3604,CORDOBA,Santa María,Falda del Cañete,NO,NO,NO,NO,SI,SI,NO,NO,NO
3605,3605,3605,CORDOBA,Santa María,Falda del Carmen,NO,NO,NO,NO,SI,NO,SI,NO,NO
3606,3606,3606,CORDOBA,Santa María,José de la Quintana,NO,NO,NO,NO,SI,NO,NO,NO,NO
3607,3607,3607,CORDOBA,Santa María,La Boca del Río,NO,NO,NO,NO,NO,NO,SI,NO,NO
3608,3608,3608,CORDOBA,Santa María,La Carbonada,NO,NO,NO,NO,SI,NO,NO,NO,NO
3609,3609,3609,CORDOBA,Santa María,La Cumbrecita,NO,NO,NO,NO,NO,NO,SI,SI,NO
3610,3610,3610,CORDOBA,Santa María,La Donosa,NO,NO,NO,NO,NO,NO,NO,SI,NO
3611,3611,3611,CABA,COMUNA 15,VILLA ORTUZAR,SI,SI,SI,SI,SI,SI,SI,SI,SI
3612,3612,3612,CATAMARCA,Ambato,Chuchucaruana,NO,NO,NO,NO,NO,NO,NO,NO,NO
3613,3613,3613,CATAMARCA,Ambato,Colpes,NO,NO,NO,NO,NO,NO,NO,NO,NO
3614,3614,3614,CATAMARCA,Ambato,El Bolsón,NO,NO,NO,NO,SI,NO,NO,NO,SI
3615,3615,3615,CATAMARCA,Ambato,El Rodeo,NO,NO,NO,NO,SI,NO,SI,SI,SI
3616,3616,3616,CATAMARCA,Ambato,Huaycama,NO,NO,NO,NO,NO,NO,NO,NO,NO
3617,3617,3617,CATAMARCA,Ambato,La Puerta,NO,NO,NO,NO,SI,NO,SI,NO,SI
3618,3618,3618,CATAMARCA,Ambato,Las Chacritas,NO,NO,NO,NO,NO,NO,NO,NO,SI
3619,3619,3619,CATAMARCA,Ambato,Las Juntas,NO,NO,NO,NO,SI,NO,NO,NO,NO
3620,3620,3620,CATAMARCA,Ambato,Los Castillos,NO,NO,NO,NO,NO,NO,NO,NO,NO
3621,3621,3621,CATAMARCA,Ambato,Los Talas,NO,NO,NO,NO,NO,NO,NO,SI,NO
3622,3622,3622,CORRIENTES,Saladas,Saladas,SI,NO,NO,NO,SI,SI,SI,NO,SI
3623,3623,3623,CORRIENTES,Saladas,San Lorenzo,NO,NO,NO,SI,SI,SI,SI,SI,SI
3624,3624,3624,CORRIENTES,San Cosme,Ingenio Primer Correntino,NO,NO,NO,NO,NO,NO,NO,NO,NO
3625,3625,3625,CORRIENTES,San Cosme,Paso de la Patria,NO,NO,NO,NO,SI,SI,SI,SI,SI
3626,3626,3626,CORRIENTES,San Cosme,San Cosme,SI,NO,NO,NO,SI,SI,SI,SI,SI
3627,3627,3627,CORRIENTES,San Cosme,Santa Ana,NO,NO,NO,NO,SI,SI,SI,SI,NO
3628,3628,3628,CORRIENTES,San Luis del Palmar,San Luis del Palmar,NO,NO,NO,NO,SI,SI,SI,NO,SI
3629,3629,3629,CORRIENTES,San Martín,Colonia Carlos Pellegrini,NO,NO,NO,NO,SI,NO,SI,NO,NO
3630,3630,3630,CORRIENTES,San Martín,Guaviraví,NO,NO,NO,NO,SI,NO,NO,NO,NO
3631,3631,3631,CORRIENTES,San Martín,La Cruz,SI,NO,NO,NO,SI,SI,SI,NO,SI
3632,3632,3632,CORRIENTES,San Martín,Yapeyú,NO,NO,NO,NO,SI,SI,SI,NO,NO
3633,3633,3633,CORRIENTES,San Miguel,Loreto,NO,NO,NO,NO,SI,NO,SI,SI,SI
3634,3634,3634,CORRIENTES,San Miguel,San Miguel,NO,NO,NO,NO,SI,SI,SI,SI,SI
3635,3635,3635,CORDOBA,Santa María,Toledo,SI,NO,NO,SI,SI,SI,SI,SI,NO
3636,3636,3636,CORDOBA,Santa María,Valle Alegre,NO,NO,NO,NO,NO,NO,NO,NO,NO
3637,3637,3637,CORDOBA,Santa María,Valle de Anisacate,NO,NO,NO,NO,NO,NO,NO,SI,NO
3638,3638,3638,CORDOBA,Santa María,Villa Ciudad de América (Loteo Diego de Rojas),NO,NO,NO,NO,SI,SI,SI,SI,NO
3639,3639,3639,CORDOBA,Santa María,Villa del Prado,NO,NO,NO,NO,NO,NO,NO,SI,NO
3640,3640,3640,CORDOBA,Santa María,Villa La Bolsa,NO,NO,NO,NO,SI,SI,NO,SI,NO
3641,3641,3641,CORDOBA,Santa María,Villa Los Aromos,SI,NO,NO,NO,NO,NO,SI,SI,NO
3642,3642,3642,CORDOBA,Santa María,Villa Parque Santa Ana,SI,NO,NO,NO,SI,SI,SI,NO,NO
3643,3643,3643,CORDOBA,Santa María,Villa San Isidro - José de la Quintana,NO,NO,NO,NO,NO,NO,SI,SI,NO
3644,3644,3644,CORDOBA,Santa María,Villa Sierras de Oro,NO,NO,NO,NO,SI,SI,NO,NO,NO
3645,3645,3645,CORDOBA,Santa María,Yocsina,NO,NO,NO,NO,SI,NO,NO,NO,NO
3646,3646,3646,CORDOBA,Sobremonte,Caminiaga,NO,NO,NO,SI,NO,NO,NO,NO,NO
3647,3647,3647,CORDOBA,Sobremonte,Cerro Colorado,NO,NO,NO,NO,NO,NO,NO,NO,NO
3648,3648,3648,CORDOBA,Sobremonte,Chuña Huasi,NO,NO,NO,NO,NO,NO,NO,NO,NO
3649,3649,3649,CORDOBA,Sobremonte,Pozo Nuevo,NO,NO,NO,NO,SI,NO,NO,NO,NO
3650,3650,3650,CORDOBA,Sobremonte,San Francisco del Chañar,NO,NO,NO,SI,SI,SI,SI,NO,SI
3651,3651,3651,CORDOBA,Tercero Arriba,Almafuerte,SI,SI,NO,SI,SI,SI,SI,SI,NO
3652,3652,3652,CORDOBA,Tercero Arriba,Colonia Almada,NO,NO,NO,NO,SI,NO,SI,SI,NO
3653,3653,3653,CORDOBA,Tercero Arriba,Corralito,NO,NO,NO,SI,SI,SI,NO,SI,SI
3654,3654,3654,CORDOBA,Tercero Arriba,Dalmacio Vélez,NO,NO,NO,SI,SI,SI,SI,NO,NO
3655,3655,3655,CORDOBA,Tercero Arriba,General Fotheringham,SI,NO,NO,NO,SI,SI,SI,SI,NO
3656,3656,3656,CORDOBA,Tercero Arriba,Hernando,SI,SI,NO,SI,SI,SI,SI,NO,NO
3657,3657,3657,CORDOBA,Tercero Arriba,James Craik,SI,SI,NO,SI,SI,SI,SI,SI,NO
3658,3658,3658,CORDOBA,Tercero Arriba,Las Isletillas,NO,NO,NO,NO,SI,NO,SI,SI,NO
3659,3659,3659,CORDOBA,Tercero Arriba,Las Perdices,SI,NO,NO,NO,SI,SI,SI,SI,SI
3660,3660,3660,CORDOBA,Tercero Arriba,Los Zorros,NO,NO,NO,NO,SI,SI,SI,NO,NO
3661,3661,3661,CORDOBA,Punilla,La Cumbre,SI,NO,NO,NO,SI,SI,SI,SI,NO
3662,3662,3662,CORDOBA,Punilla,La Falda,SI,SI,NO,SI,SI,SI,SI,SI,NO
3663,3663,3663,CORDOBA,Punilla,Las Jarillas,NO,NO,NO,NO,NO,NO,NO,SI,NO
3664,3664,3664,CORDOBA,Punilla,Los Cocos,SI,NO,NO,NO,SI,SI,SI,SI,NO
3665,3665,3665,CORDOBA,Punilla,Mallín,NO,NO,NO,NO,NO,NO,NO,NO,NO
3666,3666,3666,CORDOBA,Punilla,Mayu Sumaj,NO,SI,NO,NO,NO,NO,SI,SI,NO
3667,3667,3667,CORDOBA,Punilla,Quebrada de Luna,NO,NO,NO,NO,NO,NO,NO,NO,NO
3668,3668,3668,CORDOBA,Punilla,San Antonio de Arredondo,NO,SI,NO,SI,SI,SI,SI,SI,NO
3669,3669,3669,CORDOBA,Punilla,San Esteban,SI,NO,NO,NO,NO,NO,SI,SI,NO
3670,3670,3670,CORDOBA,Punilla,San Roque,NO,NO,NO,SI,SI,SI,NO,SI,NO
3671,3671,3671,CORDOBA,Punilla,San Roque Del Lago,NO,NO,NO,NO,NO,NO,NO,NO,NO
3672,3672,3672,CORDOBA,Punilla,Santa María de Punilla,SI,NO,NO,SI,SI,SI,SI,SI,NO
3673,3673,3673,CORDOBA,Punilla,Tala Huasi,NO,NO,NO,NO,SI,SI,NO,SI,NO
3674,3674,3674,CORDOBA,Punilla,Tanti,NO,NO,NO,NO,SI,SI,NO,SI,NO
3675,3675,3675,CORDOBA,Río Cuarto,Las Albahacas,SI,NO,NO,NO,SI,NO,SI,NO,NO
3676,3676,3676,CORDOBA,Río Cuarto,Las Higueras,SI,SI,NO,SI,SI,SI,SI,NO,NO
3677,3677,3677,CORDOBA,Río Cuarto,Las Peñas,SI,NO,NO,NO,SI,SI,SI,SI,NO
3678,3678,3678,CORDOBA,Río Cuarto,Las Vertientes,SI,NO,NO,SI,SI,SI,SI,NO,NO
3679,3679,3679,CORDOBA,Río Cuarto,Malena,SI,NO,NO,NO,SI,NO,SI,NO,NO
3680,3680,3680,CORDOBA,Río Cuarto,Monte de los Gauchos,NO,NO,NO,NO,SI,NO,SI,NO,NO
3681,3681,3681,CORDOBA,Río Cuarto,Paso del Durazno,NO,NO,NO,NO,SI,NO,NO,NO,NO
3682,3682,3682,CORDOBA,Río Cuarto,Río Cuarto,SI,SI,SI,SI,SI,SI,SI,SI,SI
3683,3683,3683,CORDOBA,Río Cuarto,Sampacho,SI,NO,NO,SI,SI,SI,SI,SI,NO
3684,3684,3684,CORDOBA,Río Cuarto,San Basilio,SI,NO,NO,SI,SI,SI,SI,NO,SI
3685,3685,3685,CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),SI,NO,NO,NO,SI,SI,SI,NO,NO
3686,3686,3686,CORDOBA,Tercero Arriba,Oliva,SI,NO,NO,SI,SI,SI,SI,SI,NO
3687,3687,3687,CORDOBA,Tercero Arriba,Pampayasta Norte,NO,NO,NO,NO,NO,NO,SI,SI,NO
3688,3688,3688,CORDOBA,Tercero Arriba,Pampayasta Sur,NO,NO,NO,SI,SI,SI,NO,NO,SI
3689,3689,3689,CORDOBA,Tercero Arriba,Punta del Agua,NO,NO,NO,NO,SI,NO,NO,SI,NO
3690,3690,3690,CORDOBA,Tercero Arriba,Río Tercero,SI,SI,NO,SI,SI,SI,SI,SI,SI
3691,3691,3691,CORDOBA,Tercero Arriba,Tancacha,SI,NO,NO,NO,SI,SI,SI,SI,SI
3692,3692,3692,CORDOBA,Tercero Arriba,Villa Ascasubi,NO,NO,NO,NO,SI,SI,SI,SI,NO
3693,3693,3693,CORDOBA,Totoral,Candelaria Sur,NO,NO,NO,NO,NO,NO,NO,NO,NO
3694,3694,3694,CORDOBA,Totoral,Cañada de Luque,NO,NO,NO,NO,SI,SI,SI,NO,NO
3695,3695,3695,CORDOBA,Totoral,Capilla de Sitón,NO,NO,NO,NO,SI,NO,SI,NO,NO
3696,3696,3696,CORDOBA,Totoral,La Pampa,NO,NO,NO,NO,NO,NO,NO,NO,NO
3697,3697,3697,CORDOBA,Totoral,La Paz,NO,NO,NO,NO,NO,NO,NO,NO,NO
3698,3698,3698,CORDOBA,Totoral,Las Peñas,SI,NO,NO,NO,SI,SI,SI,SI,NO
3699,3699,3699,CORDOBA,Totoral,Los Mistoles,NO,NO,NO,NO,NO,NO,NO,NO,NO
3700,3700,3700,CORDOBA,Totoral,Santa Catalina,NO,NO,NO,NO,NO,NO,NO,NO,NO
3701,3701,3701,CORDOBA,Santa María,La Paisanita,SI,NO,NO,NO,SI,NO,SI,SI,NO
3702,3702,3702,CORDOBA,Santa María,La Perla,NO,NO,NO,NO,SI,SI,NO,NO,NO
3703,3703,3703,CORDOBA,Santa María,La Rancherita,NO,NO,NO,NO,NO,NO,NO,SI,NO
3704,3704,3704,CORDOBA,Santa María,La Serranita,NO,NO,NO,NO,SI,SI,SI,SI,NO
3705,3705,3705,CORDOBA,Santa María,Los Cedros - Las Quintas,NO,NO,NO,NO,SI,SI,SI,NO,NO
3706,3706,3706,CORDOBA,Santa María,Lozada,NO,NO,NO,NO,SI,SI,SI,SI,NO
3707,3707,3707,CORDOBA,Santa María,Malagueño,SI,NO,NO,SI,SI,SI,SI,SI,NO
3708,3708,3708,CORDOBA,Santa María,Mi Valle,NO,NO,NO,NO,NO,NO,NO,NO,NO
3709,3709,3709,CORDOBA,Santa María,Milenica,NO,NO,NO,NO,SI,SI,NO,NO,NO
3710,3710,3710,CORDOBA,Santa María,Monte Ralo,NO,NO,NO,NO,SI,SI,NO,SI,NO
3711,3711,3711,CORDOBA,Santa María,Potrero de Garay,NO,NO,NO,SI,SI,SI,SI,SI,NO
3712,3712,3712,CORDOBA,Santa María,Rafael García,NO,NO,NO,NO,SI,NO,SI,SI,NO
3713,3713,3713,CORDOBA,Santa María,San Clemente,NO,NO,NO,NO,SI,SI,SI,NO,NO
3714,3714,3714,CORDOBA,Santa María,San Nicolás,SI,NO,NO,NO,SI,SI,SI,NO,NO
3715,3715,3715,CORDOBA,Santa María,Socavones,NO,NO,NO,NO,NO,NO,NO,NO,NO
3716,3716,3716,CORDOBA,Santa María,Tejas Tres,NO,NO,NO,NO,NO,NO,NO,NO,NO
3717,3717,3717,CORDOBA,Santa María,Tierra Alta,NO,NO,NO,NO,NO,NO,NO,NO,NO
3718,3718,3718,ENTRE RIOS,Colón,La Clarita,NO,NO,NO,NO,SI,NO,SI,SI,NO
3719,3719,3719,ENTRE RIOS,Colón,Pueblo Cazes,NO,NO,NO,NO,NO,NO,NO,SI,NO
3720,3720,3720,ENTRE RIOS,Colón,Pueblo Liebig's,NO,NO,NO,NO,SI,SI,SI,SI,NO
3721,3721,3721,ENTRE RIOS,Colón,San José,SI,NO,NO,NO,SI,SI,SI,SI,NO
3722,3722,3722,ENTRE RIOS,Colón,Ubajay,SI,NO,NO,SI,SI,SI,SI,SI,NO
3723,3723,3723,ENTRE RIOS,Colón,Villa Elisa,SI,SI,NO,SI,SI,SI,SI,SI,NO
3724,3724,3724,ENTRE RIOS,Concordia,Benito Legeren,NO,NO,NO,NO,SI,SI,NO,NO,NO
3725,3725,3725,ENTRE RIOS,Concordia,Calabacilla,NO,NO,NO,NO,SI,SI,NO,SI,NO
3726,3726,3726,ENTRE RIOS,Concordia,Clodomiro Ledesma,NO,NO,NO,NO,SI,NO,NO,SI,NO
3727,3727,3727,ENTRE RIOS,Concordia,Colonia Ayuí,NO,NO,NO,NO,SI,SI,SI,SI,NO
3728,3728,3728,ENTRE RIOS,Concordia,Colonia General Roca,NO,NO,NO,NO,NO,NO,NO,NO,NO
3729,3729,3729,ENTRE RIOS,Concordia,Colonia Yeruá,NO,NO,NO,NO,NO,NO,NO,NO,NO
3730,3730,3730,ENTRE RIOS,Concordia,Concordia,SI,SI,NO,SI,SI,SI,SI,SI,SI
3731,3731,3731,ENTRE RIOS,Concordia,El Redomón,NO,NO,NO,NO,NO,NO,NO,NO,NO
3732,3732,3732,ENTRE RIOS,Concordia,Estación Yeruá,NO,NO,NO,NO,SI,NO,SI,SI,NO
3733,3733,3733,ENTRE RIOS,Concordia,Estación Yuquerí,NO,NO,NO,NO,NO,NO,NO,SI,NO
3734,3734,3734,ENTRE RIOS,Concordia,Estancia Grande,NO,NO,NO,NO,SI,NO,NO,SI,NO
3735,3735,3735,ENTRE RIOS,Concordia,La Criolla,NO,NO,NO,NO,SI,SI,SI,SI,SI
3736,3736,3736,ENTRE RIOS,Concordia,Las Tejas,NO,NO,NO,NO,SI,SI,NO,NO,NO
3737,3737,3737,ENTRE RIOS,Concordia,Los Charrúas,NO,NO,NO,NO,SI,SI,SI,SI,NO
3738,3738,3738,ENTRE RIOS,Concordia,Nueva Escocia,NO,NO,NO,NO,SI,NO,NO,SI,NO
3739,3739,3739,ENTRE RIOS,Concordia,Osvaldo Magnasco,NO,NO,NO,NO,SI,NO,SI,SI,NO
3740,3740,3740,ENTRE RIOS,Concordia,Pedernal,NO,NO,NO,NO,SI,NO,NO,SI,NO
3741,3741,3741,ENTRE RIOS,Concordia,Puerto Yeruá,NO,NO,NO,NO,SI,NO,SI,SI,NO
3742,3742,3742,ENTRE RIOS,Concordia,Villa Adela,NO,NO,NO,NO,SI,SI,NO,NO,NO
3743,3743,3743,ENTRE RIOS,Concordia,VILLA ZORRAQUIN,NO,NO,NO,NO,SI,SI,NO,NO,NO
3744,3744,3744,ENTRE RIOS,Diamante,Aldea Brasilera,NO,NO,NO,NO,SI,SI,SI,SI,NO
3745,3745,3745,ENTRE RIOS,Diamante,Aldea Grapschental,NO,NO,NO,NO,NO,NO,NO,NO,NO
3746,3746,3746,ENTRE RIOS,Diamante,Aldea Protestante,SI,NO,NO,NO,SI,NO,SI,SI,NO
3747,3747,3747,ENTRE RIOS,Diamante,Aldea Salto,NO,NO,NO,NO,NO,NO,SI,NO,NO
3748,3748,3748,ENTRE RIOS,Diamante,Aldea San Francisco,NO,NO,NO,NO,NO,NO,NO,NO,NO
3749,3749,3749,ENTRE RIOS,Diamante,Aldea Spatzenkutter,NO,NO,NO,NO,NO,NO,SI,SI,NO
3750,3750,3750,CORRIENTES,San Roque,9 de Julio (Est. Pueblo 9 de Julio),NO,NO,NO,NO,SI,NO,SI,NO,NO
3751,3751,3751,CORRIENTES,San Roque,Chavarría,NO,NO,NO,NO,NO,NO,SI,NO,SI
3752,3752,3752,CORRIENTES,San Roque,Colonia Pando,NO,NO,NO,NO,SI,NO,NO,NO,NO
3753,3753,3753,CORRIENTES,San Roque,Pedro R. Fernández (Est. Manuel F. Mantilla),NO,NO,NO,NO,SI,NO,SI,NO,SI
3754,3754,3754,CORRIENTES,San Roque,San Roque,NO,NO,NO,NO,SI,SI,SI,NO,SI
3755,3755,3755,CORRIENTES,Santo Tomé,Garruchos,NO,NO,NO,NO,SI,NO,NO,NO,SI
3756,3756,3756,CORRIENTES,Santo Tomé,Gobernador Igr. Valentín Virasoro,SI,NO,NO,SI,SI,SI,SI,NO,SI
3757,3757,3757,CORRIENTES,Santo Tomé,José Rafael Gómez,NO,NO,NO,NO,SI,NO,NO,SI,NO
3758,3758,3758,CORRIENTES,Santo Tomé,Santo Tomé,SI,NO,NO,NO,SI,SI,SI,SI,SI
3759,3759,3759,CORRIENTES,Sauce,Sauce,NO,SI,NO,NO,SI,SI,SI,NO,SI
3760,3760,3760,ENTRE RIOS,Colón,Arroyo Barú,NO,NO,NO,SI,SI,NO,SI,SI,NO
3761,3761,3761,ENTRE RIOS,Colón,Colón,SI,SI,NO,SI,SI,SI,SI,SI,SI
3762,3762,3762,ENTRE RIOS,Colón,Colonia Hugues,NO,NO,NO,NO,NO,NO,NO,SI,SI
3763,3763,3763,ENTRE RIOS,Colón,El Brillante,NO,NO,NO,NO,NO,NO,NO,SI,NO
3764,3764,3764,ENTRE RIOS,Paraná,San Benito,SI,SI,NO,NO,SI,SI,SI,SI,NO
3765,3765,3765,ENTRE RIOS,Paraná,Sauce Montrull,NO,NO,NO,NO,NO,NO,NO,SI,NO
3766,3766,3766,ENTRE RIOS,Paraná,Sauce Pinto,NO,NO,NO,NO,NO,NO,SI,NO,NO
3767,3767,3767,ENTRE RIOS,Paraná,Seguí,SI,SI,NO,NO,SI,SI,SI,SI,SI
3768,3768,3768,ENTRE RIOS,Paraná,Sosa,NO,NO,NO,NO,NO,NO,SI,NO,NO
3769,3769,3769,ENTRE RIOS,Paraná,Tabossi,NO,SI,NO,SI,SI,SI,SI,SI,NO
3770,3770,3770,ENTRE RIOS,Paraná,Tezanos Pintos,NO,NO,NO,NO,NO,NO,SI,NO,NO
3771,3771,3771,ENTRE RIOS,Paraná,Viale,SI,SI,NO,SI,SI,SI,SI,SI,NO
3772,3772,3772,ENTRE RIOS,Paraná,Villa Fontana,NO,NO,NO,NO,SI,NO,SI,NO,NO
3773,3773,3773,ENTRE RIOS,Paraná,Villa Gobernador Luis F. Etchevehere,NO,NO,NO,NO,NO,NO,SI,NO,NO
3774,3774,3774,ENTRE RIOS,Paraná,Villa Urquiza,SI,NO,NO,NO,SI,SI,SI,NO,NO
3775,3775,3775,ENTRE RIOS,San Salvador,General Campos,SI,NO,NO,NO,SI,NO,SI,SI,SI
3776,3776,3776,ENTRE RIOS,San Salvador,San Salvador,SI,NO,NO,SI,SI,SI,SI,SI,NO
3777,3777,3777,ENTRE RIOS,Tala,Altamirano Sur,NO,NO,NO,NO,NO,NO,SI,NO,NO
3778,3778,3778,ENTRE RIOS,Tala,Durazno,SI,NO,NO,NO,NO,NO,SI,SI,NO
3779,3779,3779,CHUBUT,Rawson,Playa Unión,SI,SI,SI,SI,SI,SI,SI,SI,NO
3780,3780,3780,CHUBUT,Rawson,Rawson,SI,SI,SI,SI,SI,SI,SI,SI,SI
3781,3781,3781,CHUBUT,Rawson,Trelew,SI,SI,SI,SI,SI,SI,SI,SI,SI
3782,3782,3782,CHUBUT,Río Senguer,Aldea Apeleg,NO,NO,NO,NO,NO,NO,SI,SI,SI
3783,3783,3783,CHUBUT,Río Senguer,Aldea Beleiro,NO,NO,NO,NO,NO,NO,SI,NO,SI
3784,3784,3784,CHUBUT,Río Senguer,Alto Río Senguer,NO,NO,SI,NO,SI,NO,SI,SI,SI
3785,3785,3785,CHUBUT,Río Senguer,Doctor Ricardo Rojas,NO,NO,NO,NO,NO,NO,SI,NO,SI
3786,3786,3786,CHUBUT,Río Senguer,Facundo,NO,NO,NO,NO,NO,NO,SI,SI,SI
3787,3787,3787,CHUBUT,Río Senguer,Lago Blanco,NO,NO,NO,NO,NO,NO,SI,NO,SI
3788,3788,3788,CHUBUT,Río Senguer,Río Mayo,NO,NO,NO,SI,SI,NO,SI,SI,SI
3789,3789,3789,CHUBUT,Sarmiento,Buen Pasto,NO,NO,NO,NO,NO,NO,SI,NO,SI
